@RELATION pyAudioAnalysis/data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {outputs_nonstutter,outputs_stutter}

@DATA
0.025159,0.008918,2.795859,0.134280,0.205510,0.095628,0.009867,0.009256,-30.954098,2.425583,0.712260,0.145985,0.023697,0.555149,-0.049080,0.291342,0.004978,0.008576,0.059945,-0.142568,0.062455,0.007906,0.000640,0.055750,0.002362,0.016938,0.008037,0.276805,0.000462,0.000960,0.005448,0.013702,0.002467,0.079006,0.009180,0.034208,0.214635,0.022790,0.018747,0.048000,0.005234,0.007331,2.803493,0.329944,0.414204,0.484675,0.350763,0.279133,0.187074,0.250545,0.196126,0.209243,0.156671,0.140368,0.222335,0.009578,0.001111,0.044919,0.003260,0.013706,0.022480,0.125390,0.001119,0.001394,0.010013,0.009326,0.004625,0.030184,outputs_stutter
0.046620,0.094689,3.234215,0.150522,0.202598,0.269660,0.010437,0.056125,-23.528179,2.484264,-0.068845,-0.648889,-0.532465,0.338246,-0.254163,-0.124713,-0.005913,-0.027327,0.095724,-0.362601,-0.296762,0.064372,0.002676,0.006988,0.002645,0.008193,0.012951,0.047155,0.001219,0.003755,0.011454,0.032160,0.050975,0.038278,0.038339,0.076641,0.132209,0.055411,0.027162,0.363462,0.008589,0.069725,1.512522,0.801915,0.430779,0.288074,0.517409,0.427625,0.192981,0.331657,0.201949,0.280963,0.264784,0.219109,0.374830,0.046710,0.002816,0.006597,0.002661,0.024264,0.029110,0.082239,0.002236,0.009158,0.016705,0.035190,0.054948,0.015266,outputs_stutter
0.061320,0.026923,3.161297,0.175352,0.206978,0.428677,0.005574,0.070009,-26.097272,2.625351,0.525030,-0.043896,-0.341101,0.106124,0.116029,-0.124500,0.047569,0.008096,-0.075479,0.030954,-0.165694,0.022942,0.000987,0.034019,0.003080,0.013743,0.005127,0.062473,0.000860,0.002266,0.030852,0.074947,0.004574,0.036925,0.049915,0.023792,0.217306,0.055922,0.023113,0.479432,0.003975,0.108563,2.931481,0.446211,0.551056,0.479809,0.462918,0.234211,0.253903,0.334302,0.359491,0.188167,0.130162,0.135121,0.176258,0.031384,0.000996,0.043663,0.002553,0.014216,0.005106,0.072943,0.001774,0.001999,0.035270,0.046112,0.004813,0.013686,outputs_stutter
0.059392,0.040862,2.966979,0.157087,0.195357,0.359902,0.012899,0.081216,-25.664275,2.965672,0.164861,-0.524312,-0.644821,0.246492,0.159187,-0.059547,0.125216,-0.090098,0.013468,-0.112454,-0.252427,0.041130,0.005140,0.016494,0.005697,0.011215,0.010121,0.080959,0.000794,0.002038,0.016069,0.043883,0.026890,0.039046,0.054556,0.054717,0.310975,0.070191,0.028500,0.494131,0.009011,0.123220,2.307251,0.652366,0.514397,0.408901,0.344107,0.436584,0.182508,0.382105,0.215893,0.242032,0.234793,0.214057,0.220475,0.043726,0.010902,0.016927,0.007394,0.010573,0.014980,0.108974,0.001158,0.002039,0.022285,0.041417,0.031200,0.020754,outputs_stutter
0.040631,0.126193,3.026637,0.163097,0.220676,0.157948,0.008277,0.021189,-26.826323,2.464486,0.005966,-0.277076,-0.218478,0.419599,0.131951,0.025354,0.030528,-0.164130,0.174337,-0.111526,-0.220793,0.023485,0.001494,0.031052,0.002694,0.015023,0.021944,0.149693,0.002311,0.001787,0.003570,0.012882,0.033666,0.052921,0.027030,0.158342,0.284606,0.029078,0.012674,0.133014,0.006434,0.016390,5.074793,0.402845,0.744848,0.702837,0.647750,0.263831,0.330469,0.374397,0.262618,0.169244,0.251882,0.254708,0.264452,0.025415,0.001413,0.041877,0.004650,0.016371,0.032791,0.140574,0.004003,0.002385,0.003571,0.011700,0.048171,0.029110,outputs_stutter
0.118648,0.097816,3.128580,0.217051,0.199150,0.655994,0.011427,0.152722,-24.122722,2.463749,0.171305,-0.750565,-0.490577,0.524270,-0.072344,-0.018010,-0.112298,-0.081619,0.218442,-0.254322,-0.237192,0.059861,0.001037,0.005755,0.001760,0.003928,0.024364,0.007224,0.001025,0.000946,0.004103,0.027622,0.042628,0.024406,0.139089,0.069865,0.386412,0.113362,0.022390,0.892022,0.011813,0.218778,2.269609,0.739223,0.580575,0.496806,0.373028,0.221262,0.280792,0.328918,0.241186,0.302542,0.210085,0.181297,0.244178,0.049748,0.000929,0.008167,0.002002,0.005684,0.028685,0.006450,0.001381,0.000531,0.003842,0.027828,0.043588,0.014159,outputs_stutter
0.046847,0.034206,2.934514,0.155383,0.206422,0.251657,0.012118,0.040563,-26.959424,2.984207,0.296862,-0.427805,-0.593595,-0.004634,0.114964,0.145337,0.214172,-0.147048,-0.082204,-0.295397,-0.259327,0.049451,0.027301,0.058567,0.008422,0.018667,0.006782,0.071346,0.000528,0.003263,0.004284,0.009536,0.019966,0.040118,0.034339,0.044940,0.420693,0.037708,0.019351,0.268255,0.010741,0.045513,2.920518,0.803967,0.409020,0.533123,0.543510,0.428342,0.197151,0.163147,0.198737,0.272992,0.320263,0.329372,0.268560,0.047384,0.036021,0.056736,0.014844,0.015815,0.014838,0.091824,0.000500,0.003586,0.003374,0.007439,0.022073,0.016301,outputs_stutter
0.119601,0.124564,3.109882,0.234162,0.208832,0.765511,0.012673,0.162432,-24.397449,2.528239,-0.097695,-0.436149,-0.688575,-0.078882,0.263934,-0.105593,-0.041008,-0.150670,-0.260410,-0.628329,-0.436628,0.029295,0.046873,0.038442,0.013944,0.012545,0.003945,0.013910,0.001983,0.001872,0.001528,0.004226,0.007067,0.026199,0.128081,0.096621,0.189002,0.099774,0.024332,0.876258,0.009138,0.216057,2.135541,0.672496,0.922084,0.388250,0.442235,0.364637,0.391512,0.240445,0.360834,0.227728,0.233266,0.446221,0.486464,0.044039,0.058670,0.035995,0.038827,0.020931,0.010535,0.024721,0.002645,0.001888,0.001309,0.005171,0.011631,0.016329,outputs_stutter
0.117377,0.155383,3.157888,0.202574,0.201271,0.646414,0.011342,0.150091,-23.848211,2.735906,0.152722,-0.682626,-0.548116,-0.040082,0.055220,0.021917,0.088010,0.020383,-0.235564,-0.359272,-0.519398,0.090214,0.020442,0.020955,0.005687,0.013171,0.002534,0.015727,0.002657,0.000875,0.003371,0.010184,0.023699,0.031554,0.154174,0.112431,0.179559,0.125073,0.023044,0.909190,0.010454,0.223954,2.256638,0.727827,0.428213,0.537842,0.365321,0.447694,0.212604,0.273159,0.310032,0.314889,0.271958,0.252318,0.392940,0.072300,0.027048,0.019693,0.008068,0.019913,0.004077,0.021413,0.002920,0.000540,0.005654,0.016464,0.042604,0.016826,outputs_stutter
0.056670,0.011702,2.893426,0.163485,0.201324,0.434333,0.008728,0.062205,-28.467661,2.175097,0.672143,0.013055,-0.048400,0.306115,-0.004109,0.209391,-0.055538,-0.040942,0.106502,0.003955,0.026769,0.022565,0.001761,0.059343,0.005038,0.025968,0.004054,0.161268,0.000872,0.001765,0.009142,0.026011,0.003251,0.054576,0.032902,0.031982,0.276281,0.027651,0.016493,0.404001,0.005719,0.083784,2.120212,0.713311,0.355357,0.296848,0.269996,0.351820,0.204926,0.191122,0.219663,0.147494,0.204678,0.128036,0.186876,0.043600,0.002724,0.045694,0.003446,0.029103,0.006096,0.114536,0.001230,0.001159,0.012869,0.037331,0.003906,0.023163,outputs_stutter
0.091130,0.109103,2.968316,0.190160,0.202004,0.563033,0.011882,0.120327,-25.824681,2.463273,0.346322,-0.394964,-0.512787,0.391201,-0.208020,0.107676,0.105669,-0.184940,0.151614,-0.390679,-0.156796,0.053753,0.008197,0.024841,0.006698,0.013262,0.005876,0.066013,0.002756,0.001837,0.010564,0.020444,0.016874,0.034417,0.137737,0.130874,0.311121,0.106187,0.023071,0.853307,0.009534,0.208294,4.352759,0.924098,0.537302,0.585658,0.737457,0.393135,0.223100,0.225300,0.260209,0.265783,0.192397,0.348342,0.340961,0.061980,0.012033,0.029428,0.009706,0.022998,0.011226,0.110128,0.004860,0.001943,0.019545,0.023254,0.024460,0.026871,outputs_stutter
0.026520,0.053239,2.996057,0.130505,0.202050,0.095953,0.011272,0.018103,-27.245132,2.848014,0.128737,-0.241705,-0.282226,0.358166,0.168095,-0.024071,-0.006860,-0.289999,0.192530,0.087303,-0.053876,0.015994,0.001230,0.027801,0.009205,0.025198,0.026221,0.181461,0.000791,0.002358,0.003165,0.012884,0.014330,0.059770,0.014592,0.072164,0.264948,0.034417,0.021297,0.116383,0.007512,0.011093,3.845463,0.483629,0.603253,0.752729,0.460691,0.302668,0.242469,0.230364,0.151702,0.266194,0.180120,0.214005,0.254968,0.019223,0.001919,0.032490,0.018264,0.024913,0.044810,0.160212,0.001016,0.003132,0.001767,0.010364,0.024547,0.034308,outputs_stutter
0.031057,0.029572,2.999627,0.161818,0.205052,0.211743,0.008711,0.042831,-27.698165,2.289559,0.376294,0.117414,0.024886,0.332036,0.078774,0.058627,0.152811,0.030234,-0.004706,0.059577,-0.140957,0.039561,0.001064,0.034094,0.001903,0.012935,0.009067,0.193422,0.001161,0.003401,0.005575,0.028214,0.018169,0.065507,0.021697,0.045092,0.237952,0.062349,0.033289,0.216752,0.005216,0.085146,3.504078,0.602575,0.586296,0.452984,0.516376,0.302525,0.207319,0.380043,0.245909,0.203427,0.297958,0.180287,0.304958,0.061008,0.001482,0.035792,0.003083,0.013759,0.023297,0.152261,0.002838,0.008698,0.007232,0.029581,0.032685,0.029512,outputs_stutter
0.023049,0.043895,2.948516,0.117223,0.184273,0.123613,0.012990,0.018240,-26.824703,2.564415,0.553066,0.001220,-0.149303,0.160141,0.088350,0.117004,0.224913,-0.029753,-0.074536,-0.139201,-0.276951,0.066572,0.003206,0.052907,0.003403,0.023139,0.002737,0.130526,0.000320,0.000755,0.002679,0.028538,0.017202,0.060443,0.018074,0.049736,0.386428,0.032330,0.019672,0.167285,0.010245,0.028139,3.393056,0.649564,0.292787,0.416633,0.645050,0.422336,0.223821,0.287795,0.218488,0.186872,0.286107,0.257037,0.379460,0.077824,0.004929,0.061878,0.006299,0.032389,0.005102,0.145705,0.000370,0.000706,0.002080,0.042815,0.026424,0.024564,outputs_stutter
0.043534,0.063586,2.911886,0.166787,0.214598,0.218235,0.012982,0.020780,-25.686474,3.068324,0.184177,-0.623050,-0.649619,-0.034647,0.134199,-0.198664,0.127128,-0.402970,-0.176095,-0.414648,-0.060466,0.024357,0.007968,0.040026,0.055021,0.032805,0.005897,0.068312,0.000502,0.006014,0.004550,0.009935,0.009105,0.037236,0.023706,0.108907,0.302190,0.036437,0.017051,0.142416,0.007466,0.007570,2.540430,0.612484,0.372538,0.594683,0.482177,0.254966,0.298591,0.277441,0.374015,0.263577,0.396312,0.362347,0.337462,0.034970,0.010579,0.035468,0.064475,0.032843,0.005899,0.081263,0.000701,0.011112,0.005276,0.010648,0.015993,0.016874,outputs_stutter
0.053358,0.139060,3.225353,0.163436,0.203040,0.394655,0.009712,0.074728,-22.632741,2.076459,-0.365420,-0.142305,-0.426001,0.223358,-0.216627,-0.378320,-0.361147,-0.516059,-0.385178,-0.350360,-0.001151,0.027966,0.003441,0.040533,0.046057,0.025720,0.045553,0.005369,0.002175,0.003237,0.004799,0.002736,0.008627,0.036424,0.051758,0.090540,0.171210,0.048063,0.020546,0.604688,0.006335,0.099063,1.174172,1.070205,0.907434,0.505209,0.432224,0.404899,0.327695,0.337058,0.369916,0.374308,0.357958,0.490464,0.547104,0.051121,0.005947,0.059189,0.050643,0.037262,0.068929,0.003396,0.005441,0.003549,0.009134,0.002014,0.017401,0.014593,outputs_stutter
0.064383,0.062461,3.187233,0.150234,0.189230,0.382382,0.016954,0.086388,-24.876134,2.883856,0.297887,-0.372672,-0.432795,-0.161969,0.180411,-0.246566,-0.013921,-0.132568,0.072249,-0.052927,-0.166282,0.025156,0.001516,0.014208,0.002625,0.026338,0.005442,0.014006,0.000710,0.001270,0.029348,0.075442,0.013892,0.030185,0.092031,0.047838,0.202168,0.080550,0.024739,0.680658,0.013584,0.151770,2.421180,0.873368,0.837108,0.450905,0.403019,0.436368,0.309792,0.356773,0.362494,0.197043,0.190566,0.274409,0.252317,0.032624,0.002018,0.034660,0.002570,0.027783,0.006871,0.014217,0.001433,0.000861,0.027762,0.055511,0.034947,0.012612,outputs_stutter
0.042967,0.095766,3.020645,0.152404,0.194331,0.330287,0.006183,0.051588,-26.239688,2.140871,0.348434,-0.334563,-0.193224,0.634077,-0.027669,0.202008,-0.058098,-0.032336,0.192996,-0.192109,-0.137231,0.033920,0.002444,0.059634,0.003958,0.020382,0.008155,0.123570,0.008780,0.002417,0.003622,0.014035,0.015913,0.045041,0.021712,0.125201,0.298942,0.026982,0.019730,0.280836,0.004927,0.049857,3.848709,0.733454,0.694619,0.535310,0.588350,0.244286,0.190176,0.326237,0.231815,0.208844,0.150772,0.263593,0.441123,0.044968,0.002544,0.051033,0.004985,0.019482,0.015210,0.088241,0.028408,0.004266,0.002855,0.016203,0.032285,0.018718,outputs_stutter
0.103675,0.076125,3.088957,0.193969,0.210031,0.591746,0.009261,0.147505,-23.572132,2.728552,-0.189894,-0.584486,-0.634385,0.320919,-0.015967,0.109604,0.050340,-0.096652,0.016484,-0.203726,-0.166640,0.048640,0.004346,0.017985,0.006863,0.016422,0.017499,0.038682,0.001455,0.004092,0.009383,0.020712,0.026027,0.026558,0.133071,0.076912,0.212479,0.108724,0.027852,0.895781,0.004751,0.228705,1.712686,0.857906,0.507565,0.393807,0.409743,0.381013,0.292866,0.270544,0.243669,0.193335,0.168266,0.245417,0.311438,0.052215,0.003769,0.014959,0.005784,0.020708,0.040457,0.062010,0.001568,0.006438,0.012800,0.021318,0.029535,0.017812,outputs_stutter
0.068126,0.061378,3.093032,0.181705,0.211136,0.410356,0.009919,0.087613,-24.962401,2.579247,0.279100,-0.474415,-0.214323,0.312744,0.084972,-0.072029,-0.007323,-0.049590,0.020498,-0.042747,-0.212568,0.036252,0.001237,0.074609,0.004982,0.009823,0.023435,0.042960,0.000947,0.002176,0.017975,0.040042,0.015225,0.039001,0.101936,0.053852,0.267708,0.083918,0.019472,0.579246,0.008471,0.168896,3.024218,0.790511,0.632398,0.558247,0.378057,0.474800,0.320749,0.341906,0.153877,0.175604,0.192656,0.166273,0.304485,0.038204,0.001209,0.103698,0.006053,0.008132,0.035670,0.059210,0.001317,0.003294,0.032541,0.034542,0.019642,0.022664,outputs_stutter
0.034687,0.072521,3.132871,0.129345,0.196111,0.165809,0.022257,0.048321,-25.259058,3.714227,-0.401270,-0.252868,-0.508171,-0.346460,0.088497,0.025849,0.156103,0.024759,-0.086855,-0.199843,-0.252636,0.062297,0.005106,0.050162,0.004592,0.011791,0.008010,0.046382,0.000459,0.002852,0.008892,0.030816,0.053609,0.045151,0.069558,0.068834,0.190522,0.074749,0.027101,0.534753,0.013585,0.127854,1.971313,0.986708,0.449467,0.310262,0.456287,0.319144,0.330930,0.366238,0.225149,0.254306,0.152633,0.361678,0.321046,0.055596,0.008333,0.090177,0.006039,0.020423,0.010312,0.090621,0.000802,0.004775,0.014600,0.044077,0.060430,0.024060,outputs_stutter
0.024728,0.078807,3.135260,0.105953,0.176953,0.055228,0.018334,0.022958,-25.391854,3.047899,-0.131081,-0.483667,-0.827248,0.483082,0.460545,-0.244010,0.247125,-0.263545,0.039588,0.147520,-0.205858,0.018598,0.003340,0.021895,0.004059,0.032742,0.023424,0.059105,0.000561,0.000911,0.019477,0.039411,0.016028,0.038230,0.007121,0.074077,0.273550,0.021966,0.023299,0.035745,0.014598,0.006481,3.141791,0.427308,0.641850,0.511265,0.551692,0.244152,0.356041,0.424372,0.148273,0.234798,0.166336,0.247645,0.249396,0.024679,0.005697,0.036081,0.005346,0.052544,0.042123,0.114540,0.000775,0.000857,0.021768,0.031508,0.035882,0.024915,outputs_stutter
0.030626,0.075529,3.047172,0.125573,0.191122,0.126561,0.006986,0.025499,-25.084511,2.711623,0.057592,-0.333361,-0.551353,0.525796,0.182630,-0.165219,0.084814,-0.176177,0.115934,0.129257,-0.118623,0.009269,0.001697,0.031193,0.003798,0.015184,0.013060,0.088658,0.000688,0.001430,0.016612,0.051876,0.003672,0.038586,0.013882,0.062321,0.324984,0.028501,0.026071,0.136271,0.005102,0.017448,3.579496,0.622857,0.522731,0.551858,0.430505,0.181836,0.226008,0.354184,0.151172,0.183303,0.177479,0.160698,0.244714,0.008868,0.003157,0.061297,0.006557,0.015179,0.018910,0.133825,0.000651,0.001214,0.013269,0.027430,0.003424,0.031435,outputs_stutter
0.038612,0.118624,3.085711,0.155394,0.190725,0.285265,0.013635,0.047595,-25.604832,2.165329,0.150789,-0.326179,-0.669664,0.650780,0.205678,-0.050246,0.144706,-0.149319,0.034557,-0.117550,-0.301201,0.031845,0.003252,0.026060,0.007929,0.017733,0.010480,0.164520,0.009363,0.000989,0.006291,0.015535,0.024081,0.062885,0.020083,0.126627,0.220315,0.039575,0.019448,0.286497,0.016686,0.054323,3.670728,0.859345,0.640067,0.524307,0.528886,0.375745,0.239117,0.277886,0.174755,0.353077,0.210877,0.171459,0.515911,0.039253,0.004764,0.048393,0.024816,0.033619,0.023899,0.168920,0.026651,0.001301,0.017688,0.023949,0.048515,0.032144,outputs_stutter
0.091152,0.113438,3.202672,0.184094,0.211252,0.484739,0.010683,0.113203,-23.143126,2.661744,-0.276629,-0.342384,-0.798676,0.395717,0.205194,-0.219160,0.059551,-0.056077,-0.142574,-0.186875,-0.335000,0.053300,0.003356,0.008421,0.002616,0.015374,0.022225,0.009748,0.001842,0.000907,0.015024,0.046735,0.024439,0.029631,0.116019,0.069611,0.194369,0.099962,0.029687,0.889503,0.011340,0.204151,1.445649,1.030611,0.447919,0.372192,0.236591,0.470016,0.370964,0.394877,0.217488,0.152753,0.253664,0.375296,0.246007,0.053932,0.004390,0.011262,0.001414,0.031489,0.044428,0.009712,0.005089,0.000601,0.020882,0.036773,0.042741,0.012938,outputs_stutter
0.040336,0.053479,3.025688,0.155602,0.199914,0.242284,0.007355,0.033167,-26.434495,2.268140,0.364253,0.013881,-0.180429,0.230908,0.131957,-0.163566,0.227653,-0.057205,0.124513,0.120407,-0.111635,0.005439,0.001045,0.044028,0.002191,0.020525,0.003018,0.118268,0.000745,0.004330,0.048835,0.042310,0.001946,0.049365,0.024402,0.068068,0.283854,0.040307,0.025285,0.211681,0.005671,0.051544,3.702569,0.641963,0.775186,0.462675,0.668694,0.391700,0.159705,0.486367,0.182059,0.191692,0.128204,0.223601,0.150264,0.007168,0.001518,0.050280,0.002529,0.016775,0.004508,0.124979,0.001563,0.009210,0.059500,0.034626,0.001439,0.023919,outputs_stutter
0.039133,0.053444,2.744833,0.196179,0.240646,0.163114,0.009463,0.008394,-26.151594,2.213106,0.747022,0.533733,0.417607,0.374711,0.168554,0.333570,0.229206,0.100858,0.001127,0.038918,-0.006541,0.001378,0.000129,0.242265,0.000672,0.017313,0.000193,0.148093,0.000064,0.000229,0.000715,0.023531,0.000189,0.081647,0.033934,0.022994,0.204657,0.052410,0.020937,0.164617,0.007436,0.018325,0.890175,0.404954,0.294553,0.273734,0.156046,0.218990,0.148213,0.157576,0.135678,0.096233,0.141883,0.098331,0.103417,0.000978,0.000103,0.081024,0.000620,0.012275,0.000153,0.096546,0.000061,0.000275,0.000562,0.011238,0.000256,0.012280,outputs_stutter
0.027382,0.019697,2.904099,0.148195,0.209747,0.144139,0.011247,0.018330,-27.848899,2.305116,0.266820,0.094170,-0.061230,0.319676,0.182166,-0.001367,0.031135,-0.053381,0.130228,0.143951,0.024656,0.006777,0.002041,0.079318,0.002622,0.020150,0.006651,0.158389,0.000480,0.007212,0.012929,0.039881,0.002442,0.057001,0.012462,0.029053,0.301778,0.026186,0.011055,0.100569,0.011558,0.018089,3.784872,0.630784,0.477649,0.376017,0.485987,0.299309,0.217878,0.299271,0.231268,0.201466,0.143091,0.133419,0.265999,0.009366,0.003906,0.084662,0.003627,0.020353,0.009980,0.117123,0.000592,0.024260,0.026593,0.038213,0.003681,0.026547,outputs_stutter
0.032486,0.032337,3.097230,0.099958,0.156117,0.218708,0.009800,0.046007,-24.178424,2.834111,0.363555,0.000805,-0.067807,0.072211,0.271106,-0.157822,-0.176007,-0.020105,0.083759,-0.085038,0.104015,0.026842,0.001425,0.032737,0.017476,0.022156,0.013183,0.018949,0.003809,0.005061,0.010213,0.093121,0.005358,0.031991,0.035702,0.019701,0.176186,0.041787,0.023146,0.437043,0.005730,0.075679,1.492927,0.524561,0.595327,0.383175,0.716609,0.395518,0.236789,0.233174,0.328811,0.272634,0.280225,0.157532,0.151702,0.034923,0.001291,0.026193,0.027389,0.021369,0.017040,0.012359,0.007991,0.006962,0.008466,0.057074,0.005766,0.010607,outputs_stutter
0.107804,0.009595,3.048240,0.197690,0.204361,0.826159,0.005398,0.145100,-26.686451,2.624413,0.542636,0.461132,0.221797,-0.194914,0.256337,-0.268267,-0.210742,-0.104179,0.020625,-0.092242,0.102050,0.014535,0.000947,0.050712,0.011553,0.034126,0.017503,0.032448,0.001159,0.004676,0.019347,0.027704,0.001981,0.021766,0.106256,0.017641,0.190834,0.065698,0.029475,0.899845,0.004408,0.171964,0.829751,0.691722,0.276007,0.490219,0.489790,0.294407,0.209871,0.212352,0.250343,0.195249,0.147717,0.153509,0.148629,0.019972,0.000658,0.042019,0.009546,0.030511,0.022617,0.028633,0.001308,0.005093,0.021152,0.022700,0.001809,0.011849,outputs_stutter
0.086683,0.017541,3.038303,0.154744,0.175663,0.689352,0.006184,0.123457,-26.603278,2.815402,0.259689,0.121100,0.386793,-0.341856,0.304924,-0.147582,-0.075708,-0.148767,0.252911,-0.036345,-0.004074,0.015320,0.001688,0.036445,0.014830,0.017387,0.016380,0.021390,0.002970,0.005373,0.015902,0.062476,0.002506,0.022833,0.097887,0.027018,0.227258,0.079495,0.023222,0.909988,0.005100,0.169015,2.794957,0.668220,0.664294,0.501849,0.437088,0.399123,0.247372,0.188569,0.208695,0.182283,0.202183,0.144603,0.124835,0.013854,0.001296,0.030091,0.019274,0.012617,0.025414,0.017204,0.006298,0.006704,0.014055,0.053783,0.002580,0.013270,outputs_stutter
0.034415,0.027869,3.016720,0.105436,0.167069,0.245026,0.009908,0.052949,-24.919000,3.033375,0.261756,0.214450,-0.104521,-0.112692,0.236735,-0.015975,-0.216747,0.009105,0.124483,-0.157650,0.263159,0.016920,0.001803,0.034261,0.009333,0.015359,0.016317,0.013996,0.002434,0.009174,0.016209,0.114313,0.002955,0.034712,0.043079,0.022631,0.205168,0.048496,0.026383,0.517322,0.006868,0.097840,1.944134,0.488803,0.657825,0.462863,0.366136,0.410597,0.340384,0.309930,0.266415,0.226390,0.213838,0.203396,0.257285,0.026387,0.001883,0.024464,0.007894,0.013682,0.018741,0.011712,0.003505,0.016214,0.015668,0.065592,0.004249,0.014549,outputs_stutter
0.023866,0.061897,3.062473,0.122127,0.196287,0.176538,0.007350,0.037432,-25.111184,3.100636,0.378771,0.530370,0.162239,0.138106,0.425357,-0.006086,-0.226506,0.094332,-0.030043,0.042252,0.104896,0.013931,0.001314,0.040672,0.007876,0.023694,0.005946,0.039809,0.001488,0.003340,0.016319,0.135025,0.000935,0.040680,0.020508,0.068369,0.241310,0.052390,0.029621,0.459063,0.003806,0.092383,2.221592,0.516682,0.429306,0.237570,0.284750,0.129494,0.338002,0.168717,0.153284,0.200066,0.158547,0.168291,0.157020,0.017191,0.001257,0.020305,0.009593,0.013046,0.006753,0.029266,0.002590,0.004962,0.010877,0.071041,0.001130,0.014817,outputs_stutter
0.052632,0.006734,3.035799,0.164408,0.215177,0.353919,0.004368,0.057260,-25.464803,2.711668,0.518496,0.485753,0.141092,-0.012577,0.082140,-0.170966,-0.205763,-0.155902,-0.055429,-0.030939,-0.059598,0.041444,0.001675,0.059007,0.015289,0.033660,0.018816,0.041329,0.000935,0.007294,0.027744,0.029552,0.001478,0.024435,0.020452,0.002188,0.132853,0.028831,0.010890,0.364959,0.001690,0.097960,0.877835,0.566662,0.195223,0.313031,0.207013,0.121208,0.185862,0.175203,0.116612,0.181461,0.196808,0.130524,0.097742,0.032102,0.001719,0.025910,0.010859,0.018629,0.013907,0.020373,0.000891,0.005994,0.024892,0.015388,0.001451,0.004910,outputs_stutter
0.050658,0.051251,3.012192,0.139769,0.185444,0.342801,0.005231,0.070962,-23.506036,2.767215,0.779090,-0.086028,-0.522340,0.093970,0.165063,-0.066297,-0.081632,-0.006074,-0.062993,-0.071073,0.059087,0.021860,0.008991,0.026446,0.007308,0.024586,0.023085,0.013762,0.001048,0.004940,0.014418,0.093392,0.003400,0.030225,0.049874,0.028151,0.268957,0.051794,0.019021,0.501405,0.002465,0.130859,1.639463,0.411506,0.692781,0.374411,0.344066,0.358770,0.475884,0.231779,0.170641,0.208397,0.181048,0.246450,0.221769,0.021459,0.016537,0.011750,0.007001,0.019996,0.023284,0.013358,0.001320,0.009091,0.012825,0.056329,0.005232,0.009580,outputs_stutter
